,pos,pos_label,layer,mode,prob_letter0,prob_letter1,prob_letter2,prob_letter3,prob_letter4,Let0,Let0Acc,Let1,Let1Acc,Let2,Let2Acc,Let3,Let3Acc,Let4,Let4Acc,Let1Prev,Let1PrevDiff,Let2Prev,Let2PrevDiff,Let3Prev,Let3PrevDiff,Let4Prev,Let4PrevDiff,Let0Next,Let0NextDiff,Let1Next,Let1NextDiff,Let2Next,Let2NextDiff,Let3Next,Let3NextDiff
101,-6,:,18,denoising,0.8539929986000061,0.9399375915527344,0.9681843519210815,0.9467635750770569,0.8964524269104004,-0.8380374908447266,0.9453125,-4.524277687072754,0.1171875,-5.383766174316406,0.046875,-5.494435787200928,0.0703125,-6.086523056030273,0.0859375,-5.668262958526611,1.1439852714538574,-5.551346302032471,0.16758012771606445,-4.9980268478393555,-0.49640893936157227,-5.945450782775879,-0.14107227325439453,-4.112158298492432,3.274120807647705,-4.9693121910095215,0.4450345039367676,-5.319146156311035,-0.0646200180053711,-5.7213640213012695,0.2269282341003418
102,-6,:,19,noising,0.8447586894035339,0.9436066746711731,0.9706166982650757,0.9494886994361877,0.8555166125297546,-4.272652626037598,0.0703125,-0.894482433795929,0.734375,-1.077099084854126,0.6484375,-1.1650675535202026,0.609375,-0.749666154384613,0.84375,-6.12351131439209,5.229028880596161,-6.0666728019714355,4.98957371711731,-5.340847015380859,4.175779461860657,-5.80251932144165,5.052853167057037,-4.538723945617676,0.2660713195800781,-3.114342212677002,2.219859778881073,-3.474410057067871,2.397310972213745,-3.070572853088379,1.9055052995681763
103,-6,:,19,denoising,0.8452388048171997,0.9450240135192871,0.9681066274642944,0.9452832341194153,0.895179271697998,-0.8007954359054565,0.953125,-4.666533946990967,0.1171875,-5.4421234130859375,0.0390625,-5.530732154846191,0.0703125,-6.1319074630737305,0.0859375,-5.7831878662109375,1.1166539192199707,-5.641401290893555,0.1992778778076172,-5.026736259460449,-0.5039958953857422,-5.988872051239014,-0.1430354118347168,-4.1467604637146,3.345965027809143,-5.08046817779541,0.41393423080444336,-5.388798236846924,-0.05332517623901367,-5.7723894119262695,0.24165725708007812
104,-6,:,20,noising,0.8400766849517822,0.9438118934631348,0.9706572890281677,0.9493416547775269,0.8550294041633606,-4.491029739379883,0.0625,-0.896369993686676,0.734375,-1.0770950317382812,0.6484375,-1.16312575340271,0.6015625,-0.7510365843772888,0.84375,-6.142035484313965,5.245665490627289,-6.0649213790893555,4.987826347351074,-5.340792655944824,4.177666902542114,-5.803168296813965,5.052131712436676,-4.6095781326293945,0.11854839324951172,-3.116649627685547,2.220279633998871,-3.4736886024475098,2.3965935707092285,-3.0723063945770264,1.9091806411743164
105,-6,:,20,denoising,0.8437685966491699,0.9451987743377686,0.9681459665298462,0.9451241493225098,0.895409107208252,-0.7662712335586548,0.9609375,-4.666797637939453,0.1171875,-5.440431594848633,0.0390625,-5.529660224914551,0.0703125,-6.135213375091553,0.0859375,-5.77219295501709,1.1053953170776367,-5.639474391937256,0.19904279708862305,-5.025971412658691,-0.5036888122558594,-5.98839807510376,-0.14681529998779297,-4.1869282722473145,3.4206570386886597,-5.081769943237305,0.41497230529785156,-5.386896133422852,-0.05353546142578125,-5.778424263000488,0.2487640380859375
106,-6,:,21,noising,0.8438339233398438,0.9436007738113403,0.9706376791000366,0.9498870372772217,0.856763482093811,-4.6258463859558105,0.0625,-0.8943014144897461,0.734375,-1.0711373090744019,0.640625,-1.1603269577026367,0.609375,-0.7442640066146851,0.8359375,-6.179856300354004,5.285554885864258,-6.067841529846191,4.9967042207717896,-5.343426704406738,4.183099746704102,-5.806276321411133,5.062012314796448,-4.6973724365234375,0.07152605056762695,-3.1250925064086914,2.2307910919189453,-3.476256847381592,2.40511953830719,-3.072767734527588,1.9124407768249512
107,-6,:,21,denoising,0.8459017276763916,0.945036768913269,0.9673609137535095,0.945105791091919,0.8945696949958801,-0.7474437355995178,0.9609375,-4.680556297302246,0.1171875,-5.445550918579102,0.0390625,-5.532828330993652,0.0703125,-6.1465301513671875,0.0859375,-5.778090953826904,1.0975346565246582,-5.640660285949707,0.19510936737060547,-5.031529426574707,-0.5012989044189453,-5.994723320007324,-0.15180683135986328,-4.2140793800354,3.4666356444358826,-5.08538818359375,0.4048318862915039,-5.394305229187012,-0.051245689392089844,-5.788091659545898,0.2552633285522461
108,-6,:,22,noising,0.838720440864563,0.9430787563323975,0.970266580581665,0.9499062299728394,0.8579457998275757,-4.634641647338867,0.0625,-0.8936707973480225,0.7421875,-1.0710787773132324,0.6484375,-1.1573684215545654,0.625,-0.7385236620903015,0.84375,-6.190494537353516,5.296823740005493,-6.068973064422607,4.997894287109375,-5.35147762298584,4.194109201431274,-5.81126070022583,5.072737038135529,-4.701179504394531,0.06653785705566406,-3.142947196960449,2.2492763996124268,-3.4845380783081055,2.413459300994873,-3.072660446166992,1.9152920246124268
109,-6,:,22,denoising,0.841488242149353,0.9442487955093384,0.9665762782096863,0.945149838924408,0.8953745365142822,-0.7501527070999146,0.9609375,-4.685243606567383,0.125,-5.452610969543457,0.0390625,-5.533924102783203,0.078125,-6.180177688598633,0.0859375,-5.801072597503662,1.1158289909362793,-5.6464972496032715,0.19388628005981445,-5.034293174743652,-0.4996309280395508,-6.008627414703369,-0.17155027389526367,-4.241208553314209,3.4910558462142944,-5.096013069152832,0.4107694625854492,-5.394075393676758,-0.05853557586669922,-5.814618110656738,0.28069400787353516
110,-6,:,23,noising,0.835128664970398,0.9430751800537109,0.9701923131942749,0.9499549865722656,0.8585197925567627,-4.657962322235107,0.0625,-0.8946704864501953,0.7421875,-1.0689551830291748,0.65625,-1.1566710472106934,0.625,-0.7359375953674316,0.84375,-6.209290504455566,5.314620018005371,-6.074204921722412,5.005249738693237,-5.353128433227539,4.196457386016846,-5.8190999031066895,5.083162307739258,-4.720005989074707,0.06204366683959961,-3.147719383239746,2.253048896789551,-3.486513137817383,2.417557954788208,-3.0727572441101074,1.916086196899414
